ENTPID,CMDID,ITEMID,VLCD,FRNCPTID,MNFID,RECPQTY_COLIS
970,73181905,7627157,2,13419,16422,26
970,73181905,7627160,3,13419,16422,60
970,73181905,7627160,3,13419,16422,60
970,73181905,7627160,3,13419,16422,60
970,73181905,7627160,3,13419,16422,60
970,73181905,7627160,3,13419,16422,60
970,73181905,7627160,3,13419,16422,27
970,73202004,7627183,3,09584,16422,161
970,73200524,7627175,3,09584,16422,42
970,73200524,7627175,3,09584,16422,42
970,73200524,7627175,3,09584,16422,44
970,73200524,7627175,3,09584,16422,40
970,73200524,7627175,3,09584,16422,35
970,73181905,7627170,2,13419,16422,19
970,73181905,7627170,2,13419,16422,48
970,73181905,7627170,2,13419,16422,48
970,73181905,7627170,2,13419,16422,48
970,73181905,7627170,2,13419,16422,48
970,73181905,7627170,2,13419,16422,48
970,73181905,7627170,2,13419,16422,40
970,73181905,7627170,2,13419,16422,40
970,73181905,7627170,2,13419,16422,40
970,73181905,7627170,2,13419,16422,40
970,73202004,7626987,2,09584,16422,36
970,73202004,7626987,2,09584,16422,36
970,73202004,7626987,2,09584,16422,36
970,73202004,7626987,2,09584,16422,36
970,73202004,7626987,2,09584,16422,36
970,73202004,7626987,2,09584,16422,36
970,73202004,7626987,2,09584,16422,36
970,73202004,7626987,2,09584,16422,17
970,73181905,7627165,3,13419,16422,209
970,73181905,7627165,3,13419,16422,113
970,73200524,7627178,3,09584,16422,42
970,73200524,7627178,3,09584,16422,42
970,73200524,7627178,3,09584,16422,42
970,73200524,7627178,3,09584,16422,42
970,73200524,7627178,3,09584,16422,35
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,60
970,73181905,7627172,3,13419,16422,37
970,73202004,7627032,3,09584,16422,36
970,73202004,7627032,3,09584,16422,36
970,73202004,7627032,3,09584,16422,36
970,73202004,7627032,3,09584,16422,36
970,73202004,7627032,3,09584,16422,36
970,73202004,7627032,3,09584,16422,36
970,73202004,7627032,3,09584,16422,12
970,73181905,7627162,3,13419,16422,209
970,73181905,7627162,3,13419,16422,81
970,73181905,7627167,3,13419,16422,5
970,73181905,7627167,3,13419,16422,40
970,73181905,7627167,3,13419,16422,40
970,73181905,7627167,3,13419,16422,40
970,73181905,7627167,3,13419,16422,40
970,73181905,7627167,3,13419,16422,48
970,73181905,7627167,3,13419,16422,48
970,73181905,7627167,3,13419,16422,48
970,73181905,7627167,3,13419,16422,48
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,61
970,73432151,7627794,2,02404,16422,33
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,61
970,73432151,7627799,3,02404,16422,33
970,73182085,7628017,2,18594,16422,69
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,3
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73200523,4800912,9,05019,16422,6
970,73190611,4800888,11,52008,16422,8
970,73190611,4800888,11,52008,16422,8
970,73190611,4800888,11,52008,16422,8
970,73190611,4800888,11,52008,16422,8
970,73190611,4800888,11,52008,16422,8
970,73190611,4800888,11,52008,16422,8
970,73190611,4800888,11,52008,16422,5
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,6
970,73200523,4800903,11,05019,16422,3
970,73182085,7628015,3,18594,16422,72
970,73182085,7628015,3,18594,16422,70
970,73182085,7628015,3,18594,16422,48
970,73310825,7628063,3,09839,16422,40
970,73310825,7628063,3,09839,16422,40
970,73310825,7628063,3,09839,16422,40
970,73310825,7628063,3,09839,16422,40
970,73310825,7628063,3,09839,16422,40
970,73310825,7628063,3,09839,16422,40
970,73310825,7628063,3,09839,16422,34
970,73310825,7628063,3,09839,16422,8
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,40
970,73310825,7628071,3,09839,16422,10
970,73181904,7627041,2,09839,16422,112
970,73181904,7627041,2,09839,16422,46
970,73181904,7627047,3,09839,16422,96
970,73181904,7627047,3,09839,16422,96
970,73181904,7627047,3,09839,16422,96
970,73181904,7627047,3,09839,16422,84
970,73441989,7627247,3,02404,16422,147
970,73441989,7627247,3,02404,16422,141
970,73430970,7627009,2,02404,16422,200
970,73430970,7627009,2,02404,16422,200
970,73430970,7627009,2,02404,16422,200
970,73430970,7627009,2,02404,16422,200
970,73430970,7627009,2,02404,16422,119
970,73181904,7627049,3,09839,16422,112
970,73181904,7627049,3,09839,16422,112
970,73181904,7627049,3,09839,16422,68
970,73300439,7627128,5,09839,16422,64
970,73300439,7627128,5,09839,16422,64
970,73300439,7627128,5,09839,16422,64
970,73300439,7627128,5,09839,16422,64
970,73300439,7627128,5,09839,16422,64
970,73300439,7627128,5,09839,16422,5
970,73181904,7627116,2,09839,16422,64
970,73181904,7627116,2,09839,16422,64
970,73181904,7627116,2,09839,16422,64
970,73181904,7627116,2,09839,16422,64
970,73181904,7627116,2,09839,16422,27
970,73430970,7627015,2,02404,16422,300
970,73430970,7627015,2,02404,16422,300
970,73430970,7627015,2,02404,16422,300
970,73430970,7627015,2,02404,16422,300
970,73430970,7627015,2,02404,16422,46
970,73181904,7627122,2,09839,16422,112
970,73181904,7627122,2,09839,16422,70
970,73430970,7627007,2,02404,16422,200
970,73430970,7627007,2,02404,16422,191
970,73300439,7627131,4,09839,16422,112
970,73300439,7627131,4,09839,16422,92
970,73300439,7627131,4,09839,16422,83
970,73430970,7626995,2,02404,16422,200
970,73430970,7626995,2,02404,16422,200
970,73430970,7626995,2,02404,16422,200
970,73430970,7626995,2,02404,16422,200
970,73430970,7626995,2,02404,16422,119
970,73441989,7627244,3,02404,16422,55
970,73441989,7627244,3,02404,16422,55
970,73441989,7627244,3,02404,16422,55
970,73441989,7627244,3,02404,16422,55
970,73441989,7627244,3,02404,16422,55
970,73441989,7627244,3,02404,16422,32
970,73441989,7627253,2,02404,16422,273
970,73441989,7627253,2,02404,16422,26
970,73181904,7627043,3,09839,16422,112
970,73181904,7627043,3,09839,16422,112
970,73181904,7627043,3,09839,16422,68
970,73181904,7627119,2,09839,16422,64
970,73181904,7627119,2,09839,16422,64
970,73181904,7627119,2,09839,16422,64
970,73181904,7627119,2,09839,16422,64
970,73181904,7627119,2,09839,16422,64
970,73181904,7627119,2,09839,16422,10
970,73441989,7627235,3,02404,16422,50
970,73441989,7627235,3,02404,16422,50
970,73441989,7627235,3,02404,16422,45
970,73181904,7627039,3,09839,16422,112
970,73181904,7627039,3,09839,16422,112
970,73181904,7627039,3,09839,16422,78
970,73181904,7627056,2,09839,16422,112
970,73181904,7627056,2,09839,16422,112
970,73181904,7627056,2,09839,16422,96
970,73441989,7627238,2,02404,16422,82
970,73441989,7627238,2,02404,16422,91
970,73441989,7627238,2,02404,16422,91
970,73441989,7627238,2,02404,16422,91
970,73181904,7627054,2,09839,16422,112
970,73181904,7627054,2,09839,16422,109
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,65
970,73441989,7627241,3,02404,16422,19
970,73441989,7627250,3,02404,16422,91
970,73441989,7627250,3,02404,16422,91
970,73441989,7627250,3,02404,16422,91
970,73441989,7627250,3,02404,16422,49
970,73430970,7627001,2,02404,16422,200
970,73430970,7627001,2,02404,16422,200
970,73430970,7627001,2,02404,16422,200
970,73430970,7627001,2,02404,16422,200
970,73430970,7627001,2,02404,16422,200
970,73430970,7627001,2,02404,16422,35
970,73310825,7628070,3,09839,16422,40
970,73310825,7628070,3,09839,16422,40
970,73310825,7628070,3,09839,16422,40
970,73310825,7628070,3,09839,16422,40
970,73310825,7628070,3,09839,16422,40
970,73310825,7628070,3,09839,16422,40
970,73310825,7628070,3,09839,16422,34
970,73310825,7628070,3,09839,16422,8
970,73181904,5119218,6,09839,16422,112
970,73181904,5119218,6,09839,16422,86
